Date,Open,High,Low,Close,Adj Close,Volume
2019-02-04,111.410004,111.980003,110.680000,111.800003,111.111908,7037000
2019-02-05,112.019997,112.739998,111.449997,112.660004,111.966614,13619800
2019-02-06,113.849998,113.919998,111.070000,111.410004,110.724304,14229000
2019-02-07,111.050003,111.110001,109.809998,110.949997,110.267128,8658100
2019-02-08,110.459999,111.540001,110.059998,111.510002,110.823692,6395500
2019-02-11,111.769997,111.809998,109.250000,109.440002,108.766434,11086400
2019-02-12,110.209999,110.830002,109.150002,109.199997,108.527901,7610200
2019-02-13,109.239998,110.480003,109.230003,110.199997,109.521744,6919700
2019-02-14,109.849998,111.500000,109.540001,110.660004,109.978920,6324300
2019-02-15,111.400002,112.629997,111.029999,112.589996,111.897034,8197300
2019-02-19,112.910004,113.769997,112.830002,113.510002,112.811378,8169600
2019-02-20,113.599998,114.089996,113.290001,113.680000,112.980331,7081500
2019-02-21,113.400002,114.540001,112.870003,114.290001,113.586578,9480100
2019-02-22,114.629997,115.769997,113.949997,115.250000,114.540672,8734700
2019-02-25,115.620003,115.800003,113.459999,113.589996,112.890884,9327700
2019-02-26,113.650002,114.010002,112.849998,113.500000,112.801437,8956000
2019-02-27,113.099998,113.510002,112.459999,112.779999,112.085869,7249500
2019-02-28,112.900002,113.430000,112.750000,112.839996,112.145500,6716700
2019-03-01,113.449997,114.440002,113.449997,114.010002,113.308304,6996900
2019-03-04,114.419998,114.419998,113.089996,114.330002,113.626335,6015000
2019-03-05,114.230003,114.540001,113.760002,114.000000,113.298363,5225100
2019-03-06,114.000000,115.050003,114.000000,114.849998,114.143127,7352800
2019-03-07,114.849998,114.900002,113.470001,114.010002,113.308304,6324000
2019-03-08,113.459999,113.839996,112.900002,113.809998,113.109528,6549100
2019-03-11,114.040001,115.000000,114.029999,114.750000,114.043747,6952700
2019-03-12,114.720001,115.300003,114.040001,114.730003,114.023872,9920300
2019-03-13,114.839996,114.849998,113.720001,114.089996,113.387802,17994500
2019-03-14,114.120003,114.769997,113.930000,114.480003,113.775414,17409600
2019-03-15,114.500000,115.480003,113.680000,114.959999,114.252457,14932700
2019-03-18,113.029999,114.000000,112.459999,113.120003,112.423782,21769800
2019-03-19,112.949997,113.709999,109.800003,110.000000,109.322983,45384400
2019-03-20,110.309998,110.879997,108.050003,109.989998,109.313042,35588700
2019-03-21,110.099998,110.150002,108.370003,108.660004,107.991234,27438900
2019-03-22,108.330002,109.000000,107.510002,108.230003,107.563881,24133800
2019-03-25,108.489998,109.070000,107.320000,107.790001,107.126587,18187500
2019-03-26,108.400002,110.339996,108.269997,110.139999,109.462120,16693100
2019-03-27,110.449997,111.089996,109.730003,110.279999,109.601257,10794800
2019-03-28,110.599998,111.269997,110.239998,110.709999,110.028610,11748900
2019-03-29,111.559998,111.599998,110.389999,111.029999,110.346642,16358800
2019-04-01,111.589996,112.870003,111.379997,112.510002,111.817535,10785100
2019-04-02,113.150002,113.309998,111.919998,111.959999,111.270920,9231800
2019-04-03,112.699997,113.110001,112.209999,112.519997,111.827469,10534900
2019-04-04,113.239998,114.860001,113.029999,114.750000,114.043747,14378400
2019-04-05,114.970001,115.129997,114.309998,115.000000,114.292206,10907900
2019-04-08,115.000000,115.830002,114.639999,114.959999,114.252457,11054200
2019-04-09,115.610001,117.160004,115.279999,116.860001,116.140762,17340300
2019-04-10,117.580002,118.029999,116.279999,117.160004,116.438919,14091100
2019-04-11,117.730003,117.860001,116.320000,116.599998,115.882362,12784500
2019-04-12,127.910004,130.899994,126.360001,130.059998,129.259521,65253500
2019-04-15,131.050003,132.699997,129.789993,132.039993,131.227325,32773700
2019-04-16,131.750000,132.130005,129.559998,129.899994,129.100494,14564300
2019-04-17,129.809998,132.360001,129.279999,131.750000,130.939117,14253700
2019-04-18,131.770004,132.869995,131.110001,132.449997,131.634811,11890600
2019-04-22,131.899994,132.199997,131.029999,131.679993,130.869537,10197500
2019-04-23,133.389999,134.240005,132.649994,133.360001,132.539215,12159300
2019-04-24,133.110001,135.750000,132.720001,135.100006,134.268509,11449500
2019-04-25,135.360001,138.880005,134.839996,137.240005,136.395325,16382500
2019-04-26,138.699997,140.039993,137.509995,139.919998,139.058838,14167600
2019-04-29,142.190002,142.369995,137.610001,139.300003,138.442657,25746100
2019-04-30,139.119995,139.389999,136.029999,136.970001,136.126984,15253100
2019-05-01,137.490005,138.169998,136.240005,136.380005,135.540619,8906700
2019-05-02,135.380005,135.690002,132.380005,134.139999,133.314407,16580400
2019-05-03,135.220001,135.309998,133.779999,134.330002,133.503235,8874400
2019-05-06,132.539993,135.330002,132.300003,135.000000,134.169113,9955600
2019-05-07,135.350006,135.970001,132.759995,133.440002,132.618713,10972700
2019-05-08,133.500000,135.699997,133.309998,134.990005,134.159180,15423500
2019-05-09,135.029999,136.479996,132.839996,133.589996,132.767792,15297100
2019-05-10,133.009995,134.320007,131.229996,134.039993,133.215012,9858500
2019-05-13,131.500000,132.660004,130.550003,131.339996,130.531631,11389900
2019-05-14,133.520004,134.660004,132.050003,133.199997,132.380188,12001700
2019-05-15,132.550003,135.210007,132.039993,134.679993,133.851074,9734100
2019-05-16,135.289993,136.399994,134.809998,135.500000,134.666031,9689400
2019-05-17,134.259995,135.979996,134.029999,135.039993,134.208862,8964200
2019-05-20,134.250000,134.399994,133.250000,133.910004,133.085831,8009000
2019-05-21,134.570007,134.570007,133.110001,134.089996,133.264709,7050300
2019-05-22,133.820007,134.169998,133.389999,133.850006,133.026199,5093700
2019-05-23,132.710007,133.550003,131.949997,132.729996,131.913086,6743300
2019-05-24,133.100006,133.289993,132.220001,132.789993,131.972702,4570100
2019-05-28,133.210007,134.039993,132.589996,132.619995,131.803757,8938400
2019-05-29,131.960007,132.149994,130.779999,131.570007,130.760239,7749600
2019-05-30,131.880005,132.679993,131.339996,132.199997,131.386337,5274000
2019-05-31,130.960007,132.929993,130.779999,132.039993,131.227325,7420700
2019-06-03,132.020004,132.949997,131.490005,132.470001,131.654694,7901400
2019-06-04,133.449997,134.880005,132.919998,134.820007,133.990234,8247500
2019-06-05,135.410004,136.000000,134.940002,135.940002,135.103333,6842800
2019-06-06,136.509995,137.440002,135.729996,137.210007,136.365524,6027300
2019-06-07,137.600006,138.759995,137.330002,138.039993,137.190399,7026300
2019-06-10,138.880005,138.880005,136.070007,137.070007,136.226379,8479500
2019-06-11,137.589996,137.750000,134.940002,135.080002,134.248627,6352200
2019-06-12,135.089996,136.279999,134.820007,135.720001,134.884689,5536400
2019-06-13,137.949997,141.850006,137.610001,141.740005,140.867630,17939500
2019-06-14,142.050003,142.949997,140.529999,141.649994,140.778183,11125200
2019-06-17,140.809998,141.479996,139.110001,140.970001,140.102371,8542700
2019-06-18,141.990005,143.509995,138.970001,139.240005,138.383026,11231400
2019-06-19,139.509995,141.070007,138.580002,140.919998,140.052673,6877100
2019-06-20,141.979996,142.229996,139.910004,142.020004,141.145905,8485800
2019-06-21,141.949997,142.000000,140.000000,140.229996,139.366913,14150000
2019-06-24,140.119995,140.470001,137.800003,139.220001,138.363144,10497400
2019-06-25,139.020004,140.410004,138.669998,139.940002,139.078705,14675400
2019-06-26,140.360001,140.740005,139.509995,140.399994,139.535873,8842100
2019-06-27,141.000000,141.740005,138.919998,139.300003,138.442657,6466300
2019-06-28,139.410004,140.210007,138.610001,139.639999,138.780548,20078800
2019-07-01,140.449997,141.949997,139.220001,141.649994,140.778183,8996500
2019-07-02,141.399994,142.860001,141.270004,142.529999,141.652771,7554100
2019-07-03,142.699997,143.000000,142.000000,142.979996,142.099991,4150900
2019-07-05,141.419998,142.889999,140.699997,142.449997,142.449997,5596000
2019-07-08,142.179993,142.229996,140.970001,141.020004,141.020004,4993900
2019-07-09,140.059998,141.720001,139.750000,141.610001,141.610001,7396300
2019-07-10,142.399994,144.250000,142.009995,143.539993,143.539993,9533700
2019-07-11,144.009995,145.339996,143.539993,143.559998,143.559998,10471100
2019-07-12,144.149994,145.429993,144.000000,144.880005,144.880005,8510000
2019-07-15,145.130005,145.360001,143.970001,145.059998,145.059998,5289200
2019-07-16,144.750000,144.990005,143.809998,144.300003,144.300003,5854700
2019-07-17,144.600006,144.679993,142.369995,142.570007,142.570007,5296400
2019-07-18,142.460007,142.460007,140.169998,141.630005,141.630005,8035500
2019-07-19,142.240005,142.240005,139.740005,139.850006,139.850006,6109900
2019-07-22,141.250000,141.440002,140.009995,140.839996,140.839996,7706400
2019-07-23,141.649994,142.539993,140.270004,141.259995,141.259995,7514500
2019-07-24,141.399994,141.589996,140.399994,141.289993,141.289993,5896600
2019-07-25,141.399994,143.229996,141.039993,143.210007,143.210007,7294400
2019-07-26,143.740005,145.190002,143.050003,144.649994,144.649994,8139400
2019-07-29,145.589996,147.149994,145.169998,146.389999,146.389999,11674100
2019-07-30,145.759995,146.800003,144.610001,144.929993,144.929993,6563100
2019-07-31,144.990005,145.000000,142.339996,143.009995,143.009995,9710700
2019-08-01,143.339996,144.529999,141.259995,141.850006,141.850006,8911700
2019-08-02,140.990005,142.220001,139.940002,141.710007,141.710007,6539100
2019-08-05,139.139999,140.229996,137.029999,138.300003,138.300003,10669700
2019-08-06,140.410004,141.949997,138.369995,141.869995,141.869995,18818900
2019-08-07,134.929993,135.869995,132.259995,134.860001,134.860001,29084500
2019-08-08,137.899994,138.000000,136.009995,137.889999,137.889999,14054800
2019-08-09,137.100006,139.240005,136.759995,138.520004,138.520004,8811900
2019-08-12,137.309998,137.570007,135.229996,135.750000,135.750000,7473300
2019-08-13,135.000000,137.919998,135.000000,137.009995,137.009995,8145400
2019-08-14,135.059998,135.149994,132.679993,132.850006,132.850006,11797700
2019-08-15,133.500000,134.279999,132.470001,133.410004,133.410004,7590100
2019-08-16,134.020004,135.500000,133.830002,135.199997,135.199997,6353800
2019-08-19,136.789993,137.619995,134.279999,135.289993,135.289993,11741800
2019-08-20,133.330002,136.039993,133.259995,135.130005,135.130005,8628000
2019-08-21,134.610001,136.059998,134.050003,135.759995,135.759995,6325000
2019-08-22,136.199997,136.669998,134.690002,136.080002,136.080002,6967100
2019-08-23,135.509995,136.440002,131.020004,131.669998,131.669998,10190900
2019-08-26,134.190002,134.639999,132.550003,134.610001,134.610001,8093800
2019-08-27,135.770004,135.990005,134.190002,134.490005,134.490005,6013600
2019-08-28,134.059998,136.729996,133.520004,136.550003,136.550003,5950500
2019-08-29,138.119995,138.679993,137.419998,137.839996,137.839996,6532700
2019-08-30,138.289993,138.500000,136.759995,137.259995,137.259995,5622200
2019-09-03,136.369995,136.419998,135.059998,136.309998,136.309998,5997400
2019-09-04,136.740005,138.199997,136.389999,137.889999,137.889999,4285400
2019-09-05,138.919998,139.270004,138.320007,138.839996,138.839996,5143500
2019-09-06,139.130005,139.809998,138.250000,139.550003,139.550003,4090000
2019-09-09,139.580002,140.080002,138.479996,138.830002,138.830002,5458700
2019-09-10,138.119995,138.440002,134.580002,135.789993,135.789993,10974600
2019-09-11,135.559998,136.240005,134.929993,136.190002,136.190002,7896400
2019-09-12,136.839996,138.669998,136.539993,137.500000,137.500000,7333900
2019-09-13,137.850006,138.220001,137.110001,138.020004,138.020004,5209100
2019-09-16,136.289993,137.240005,135.300003,135.800003,135.800003,6329300
2019-09-17,135.800003,136.729996,135.669998,136.309998,136.309998,4726500
2019-09-18,136.410004,137.070007,135.720001,136.800003,136.800003,6857900
2019-09-19,137.000000,137.360001,133.000000,133.300003,133.300003,12216100
2019-09-20,133.029999,133.229996,131.610001,132.270004,132.270004,25231600
2019-09-23,131.990005,132.889999,131.889999,132.460007,132.460007,6096100
2019-09-24,134.009995,134.149994,131.500000,131.970001,131.970001,11904000
2019-09-25,131.789993,133.419998,131.220001,133.089996,133.089996,6523000
2019-09-26,133.139999,133.300003,129.059998,131.270004,131.270004,11615100
2019-09-27,130.100006,131.000000,128.919998,129.960007,129.960007,8401300
2019-09-30,130.350006,130.860001,129.820007,130.320007,130.320007,5532500
2019-10-01,130.800003,131.779999,129.509995,129.550003,129.550003,5978500
2019-10-02,128.509995,129.220001,127.570000,129.139999,129.139999,8296100
2019-10-03,128.600006,129.429993,127.540001,128.149994,128.149994,8498700
2019-10-04,128.690002,130.440002,128.610001,130.270004,130.270004,6732900
2019-10-07,130.270004,131.570007,129.039993,130.899994,130.899994,5784100
2019-10-08,129.899994,130.039993,128.369995,128.470001,128.470001,6526000
2019-10-09,129.100006,129.850006,128.059998,129.330002,129.330002,5004600
2019-10-10,129.220001,130.139999,128.880005,129.339996,129.339996,4512000
2019-10-11,130.300003,130.990005,129.839996,130.020004,130.020004,6559000
2019-10-14,130.130005,130.300003,129.479996,129.699997,129.699997,3710300
2019-10-15,130.009995,130.889999,129.399994,129.759995,129.759995,5914700
2019-10-16,129.759995,131.830002,129.699997,130.860001,130.860001,7610800
2019-10-17,132.529999,133.440002,130.509995,132.369995,132.369995,8005100
2019-10-18,132.369995,133.160004,130.889999,130.889999,130.889999,8694000
2019-10-21,131.440002,131.729996,130.020004,130.259995,130.259995,6257100
2019-10-22,133.149994,133.679993,132.100006,132.399994,132.399994,9291600
2019-10-23,132.449997,132.679993,130.759995,131.130005,131.130005,5970800
2019-10-24,131.520004,131.699997,129.630005,130.259995,130.259995,5746300
2019-10-25,130.500000,131.759995,130.029999,130.899994,130.899994,6696000
2019-10-28,131.449997,132.080002,130.139999,130.529999,130.529999,8940300
2019-10-29,130.500000,130.770004,129.440002,129.479996,129.479996,9305100
2019-10-30,129.690002,130.309998,129.149994,129.600006,129.600006,10880000
2019-10-31,129.529999,130.149994,128.750000,129.919998,129.919998,9628300
2019-11-01,130.990005,132.800003,130.509995,132.750000,132.750000,8507600
2019-11-04,134.119995,134.139999,132.470001,132.919998,132.919998,7631800
2019-11-05,132.770004,132.770004,130.889999,131.449997,131.449997,7404500
2019-11-06,131.600006,131.660004,130.660004,131.270004,131.270004,9132500
2019-11-07,132.350006,133.699997,131.750000,132.960007,132.960007,18047600
2019-11-08,140.220001,140.250000,136.740005,137.960007,137.960007,24175900
2019-11-11,137.500000,138.559998,136.210007,136.740005,136.740005,10138400
2019-11-12,138.029999,139.339996,136.740005,138.580002,138.580002,17284000
2019-11-13,138.580002,149.919998,136.839996,148.720001,148.720001,45725400
2019-11-14,148.000000,150.630005,146.279999,147.149994,147.149994,28393600
2019-11-15,147.139999,147.199997,144.210007,144.669998,144.669998,13733400
2019-11-18,144.750000,149.039993,143.690002,147.649994,147.649994,15353100
2019-11-19,148.179993,149.479996,146.800003,148.380005,148.380005,11504300
2019-11-20,148.089996,148.990005,146.029999,146.929993,146.929993,9448400
2019-11-21,147.160004,147.470001,146.259995,146.899994,146.899994,6241400
2019-11-22,147.210007,149.440002,146.679993,148.289993,148.289993,9639400
2019-11-25,148.800003,150.210007,147.699997,149.690002,149.690002,11316800
2019-11-26,151.750000,153.410004,150.610001,151.639999,151.639999,24949900
2019-11-27,152.300003,152.570007,151.149994,151.479996,151.479996,6155400
2019-11-29,151.479996,152.470001,151.009995,151.580002,151.580002,6284900
2019-12-02,152.940002,152.970001,149.100006,150.619995,150.619995,10351000
2019-12-03,147.740005,149.110001,146.869995,148.580002,148.580002,9273800
2019-12-04,149.300003,149.330002,148.179993,148.279999,148.279999,7684800
2019-12-05,148.690002,148.830002,147.100006,147.440002,147.440002,7363300
2019-12-06,148.399994,148.610001,147.179993,147.660004,147.660004,7084900
2019-12-09,147.960007,148.509995,145.399994,146.210007,146.210007,11515000
2019-12-10,145.259995,146.850006,145.050003,146.100006,146.100006,7084100
2019-12-11,147.389999,147.889999,146.759995,147.589996,147.589996,8253700
